transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v_noise,threshold_i_noise,peak_v_noise,peak_i_noise,trough_v_noise,trough_i_noise,upstroke_noise,upstroke_v_noise,downstroke_noise,downstroke_v_noise,fast_trough_v_noise,fast_trough_i_noise,width_noise,upstroke_downstroke_ratio_noise,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Pvalb+,GABAergic,positive,aspiny,L2/L3,-35.53266907,318.2826843,28.55717278,317.4588013,-54.15909195,247.6122131,283.4562488,-2.485795498,-68.17165193,10.93288326,-49.0234375,294.9005737,0.000928182,4.192884211,0.13814655,-53.40625381,-54.18750381,-53.14583588,112.804928,0.0454,31.00000191,32.07291985,33.3020846,107.9687849,0.031453487,1.517475712,8.412761681,170,144.6666667,750,-33.8125,-34.85416921,-41.10416667,-57.4375,-57.9270846,-74.08333333,4.411580612,4.396414265,2.635023895,-86.18750763,-74.05693054,585859704_61
Glutamatergic,Glutamatergic,positive,spiny,L6b,-35.2421875,207.1944427,40.93663025,207.6458282,-52.12239456,151.53125,260.5649697,8.7109375,-119.1886098,17.31336784,-44.15538025,207.1388855,0.000733333,2.174133941,0.156885513,-47.25000381,-44.13541921,-51.03125305,94.153832,0.031845,45.875,46.41666667,49.51875229,145.6248909,0.095529489,2.379266304,15.75854954,110,141.1666667,680,-35.1875,-32.38541921,-45.57500305,-53.71875381,-50.8958346,-70.08125305,2.484417006,2.456351596,3.371986111,-86.84375,-69.39719391,490264167_48
Pvalb+,GABAergic,positive,aspiny,L5,-39.98791122,378.7645569,5.372941494,379.1858215,-58.99931335,377.7548523,231.679927,-13.22397614,-199.9196861,-16.57316208,-58.83076477,378.8148193,0.000410313,1.151749269,1.441685624,-58.81250381,-53.01041921,-62.26875381,163.21872,0.008925,5.187500477,2.333333333,17.40625114,109.843865,0.034431897,1.057886848,7.326141214,240.0000153,203.4166667,187.9999878,-34.25000381,-31.76041667,-48.71875,-58.96875381,-53.06250254,-75.23750305,1.091131956,1.006944495,1.374924446,-98.5625,-75.12135315,470062597_63
Sst+,GABAergic,positive,aspiny,L4,-34.71875,361.618866,20.37729454,362.380249,-58.16859818,359.0069885,243.8996335,-5.412150383,-176.5406666,-6.711319923,-58.02666092,360.6525269,0.00055014,1.376768325,0.534865465,-62.375,-54.94791921,-63.84375509,219.982944,0.04572,24.71875,16.28125,32.68750127,180.3571135,0.071558677,1.931697024,15.78016119,170,173.8333333,479.9999695,-34.03125381,-29.66666857,-43.75000127,-62.375,-55.02083588,-70.93750509,1.312381897,1.246499468,1.673305455,-91.68750763,-69.91544342,573622646_65
Pvalb+,GABAergic,positive,aspiny,L6a,-45.55574417,234.0248718,26.9246769,234.3258667,-67.38076019,233.2880859,444.0446728,-8.951089859,-341.5382579,-2.932432413,-67.20308685,234.4269104,0.000343145,1.300537462,1.308745773,-68.40625763,-68.21875763,-69.90000458,272.426528,0.01274,29.28125191,32.13541857,33.09375153,137.6562417,0.050184608,2.17548416,4.968830667,140,140.2499949,440,-42.87500381,-43.21875,-49.16250153,-68.50000763,-68.30208588,-82.28750305,1.230933759,1.238083829,1.286972965,-95.875,-80.55862427,580639899_70
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.99330521,362.2440491,34.0111618,362.2827454,-55.58705521,269.8244019,289.5394177,-3.375744104,-77.08945533,14.06696415,-51.86979294,340.5595093,0.000986905,3.760206299,0.120848486,-50.62500381,-50.35937595,-53.57500305,170.554016,0.026815,37.53125381,34.82031441,43.90000153,155.9375376,0.018523837,1.203523072,16.92256048,170,114.8749924,560,-37.1875,-33.92969036,-48.71875153,-53.59375,-55.55468941,-69.28125153,3.569429674,2.959359404,4.073818797,-85.40625,-68.93457031,475838754_55
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-37.24123764,275.8002319,33.84345627,276.2464905,-49.38230133,202.0514069,401.6556927,-0.550233662,-112.0764487,18.89865685,-43.84375,270.4345703,0.000602897,3.60326227,0.20133929,-48.37500381,-44.18750254,-50.30625153,179.405712,0.00798,39.5,44.38541921,43.93750153,162.5000834,0.056426968,1.518428672,9.618113206,170,176.2916667,360,-41.09375,-38.90625127,-45.35000153,-51.50000381,-50.65625254,-68.98125305,3.032605464,3.801146662,2.892866689,-86.40625,-68.18525696,475622793_44
Glutamatergic,Glutamatergic,negative,spiny,L4,-39.80422974,189.25,29.61580849,188.4007416,-55.140625,155.0036774,306.5532558,-6.118566036,-124.2769199,4.969669342,-45.71323395,185.4448547,0.000631618,2.462254741,0.120472453,-45.71875,-49.78125254,-52.77500229,100.336832,0.079025,33.5,37.03125254,33.31875076,93.75,0.179232121,1.447403776,16.97592585,120.0000076,133.4583333,1320,-40.6875,-41.72916794,-51.60000305,-58.3125,-55.75000381,-75.2000061,2.728328566,2.731116566,2.755016033,-83.78125763,-73.87113953,480266505_73
Glutamatergic,Glutamatergic,positive,spiny,L6a,-48.90964508,61.20108795,38.73641205,61.04891205,-61.42119598,47.89130402,355.3058528,-8.815896988,-76.33663032,4.397418499,-52.77445602,58.68478394,0.001059565,4.643448819,0.24629156,-55.50000381,-53.8958346,-56.26250229,173.540128,0.03694,44.28125,46.16666794,40.20625229,241.5626049,0.030267382,1.356841728,23.63712353,40,52.99999873,101.9999939,-49.81250381,-48.01041921,-48.49375229,-63.59375381,-60.76041921,-77.51875153,5.344802578,5.614288985,5.040954433,-101.3437576,-76.68501282,522301604_48
Glutamatergic,Glutamatergic,positive,spiny,L5,-35.84966278,143.25,31.64864922,141.5506744,-53.15287018,114.5574341,244.5745777,-6.448479652,-90.4116407,6.771114826,-43.84037018,134.6013489,0.000862027,2.700674407,0.169352799,-46.5,-47.54167048,-49.39843845,140.105984,0.03303,33.8125,35.65625381,30.63281441,122.1875399,0.275506884,1.451394048,17.380151,90,68.04166667,720,-38.40625381,-38.68750254,-43.67187595,-56,-54.41666921,-66.8046875,2.900882151,2.892413448,2.853081049,-81.03125763,-66.04310608,479225052_47
Glutamatergic,Glutamatergic,negative,spiny,L5,-40.36837006,143.4772797,37.89204407,143.7765198,-53.80397797,109.867424,346.0415957,-3.482954502,-137.2255462,7.198863506,-48.56060791,143.6742401,0.00066803,2.521383558,0.15288916,-48.87500381,-51.53125254,-52.13750153,101.892496,0.040735,40.40625381,41.27083588,39.45000229,94.14057434,0.143868208,2.849462272,22.65719391,70,62.79166921,610,-40.78125381,-44.06250127,-49.90000229,-55.03125,-55.50000254,-64.50625153,2.610574306,2.744408373,2.814775518,-73.65625,-62.67351532,479492800_45
Glutamatergic,Glutamatergic,positive,spiny,L4,-44.375,141.3687439,47.6328125,141.1499939,-62.08124924,95.78749847,511.1339479,-0.484375,-124.7084277,12.03750038,-52.91093826,138.7124939,0.000733,4.101808937,0.265686275,-51.28125,-49.08333333,-52.16875229,161.193248,0.04176,51.28125,53.00000254,51.20000381,147.1875459,0.036321629,1.253075712,16.40000663,70,93.79166412,630,-42.03125,-39.66666921,-46.49375229,-58.9375,-54.55208588,-74.91250305,4.290042212,4.340202549,4.628209754,-90.03125,-74.22068024,476562817_40
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.25265884,157.1861725,41.62765884,157.2579803,-56.75997162,126.1835098,444.4439388,0.557845771,-114.052816,16.37100983,-53.75531769,154.2952118,0.000761596,3.926297196,0.271532343,-54.96875381,-52.83333715,-58.30000381,201.752208,0.051805,40.06250381,42.30208588,42.03750076,193.4375465,0.019045711,2.420234752,20.74167898,80,77.95833333,590,-40.78125381,-39.7395846,-47.08750229,-56.46875,-53.73958588,-81.21250458,3.369661277,3.609647248,3.595929971,-98.81250763,-80.52465057,489259263_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.06818008,168.0757599,33.75473404,167.5568237,-61.29545593,117.8939362,292.3729634,-10.96401501,-89.3175008,7.625946999,-56.33712006,159.7462158,0.000967879,3.275778907,0.140803109,-58.46875,-57.38541921,-61.05469036,201.381808,0.044805,34.75000381,40.19791921,36.28906631,171.0935533,0.100417703,1.339615104,17.76605752,90,96.74999746,630,-45.28125381,-41.8020846,-49.10937881,-62.21875,-62.19791921,-77.85156441,3.471313804,3.599549595,3.393487369,-97.09375,-77.6002655,490601284_41
Pvalb+,GABAergic,positive,aspiny,L2/L3,-37.18584824,403.5101318,24.79467392,403.8551941,-56.48987579,399.1817932,362.3586326,-4.694432259,-221.531138,-2.624339819,-56.16692352,403.2046509,0.000403732,1.637326035,0.48411215,-56,-54.85416921,-58.48750076,146.467936,0.022895,24.6875,20.21875191,32.26250191,65.78136981,0.045990992,2.071083776,6.504612138,260,247.5416412,860.000061,-32.15625,-33.21875,-41.01250076,-56.15625,-56.91666921,-77.61875305,1.515334298,1.622541534,1.688271469,-94.15625763,-77.5109787,475892238_64
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-36.96469879,144.9143524,21.88599586,144.3773193,-53.59606552,112.557869,227.2037355,-5.611111164,-46.40717713,-3.075810194,-50.02430725,135.6643524,0.001211481,4.924622186,0.169466073,-51.03125381,-51.08333715,-52.21875191,147.754832,0.04436,21.375,24.50000127,25.78125191,68.86149198,0.100462347,1.610792576,10.7615743,90,81.08333333,469.9999695,-36.90625381,-36.70833588,-40.85937691,-53.87500381,-55.69792048,-62.515625,4.538640293,4.737380556,2.977153045,-74.90625,-61.57075119,564692405_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.671875,180.6517792,33.0625,180.0089264,-55.78125,110.9285736,324.3279006,-6.680803776,-89.22307114,13.15848255,-47.5825882,174.3839264,0.000828929,3.64565998,0.21355042,-47.4375,-47.83333588,-51.10625076,256.709568,0.05031,36.65625,37.75,35.61875,258.4374845,0.013316276,2.559774976,21.39422586,90,46.54166667,610,-37.875,-36.12500127,-46.57500153,-50.09375,-53.79167048,-73.10625,3.799742222,3.533723688,3.39953429,-96.9375,-71.55059814,466800233_39
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-37.98936462,216.9835052,26.86914063,216.9019165,-52.16862106,188.818573,298.0161298,-3.46484375,-85.96798796,5.496961594,-50.151474,211.0581665,0.000767639,3.501989942,0.303639855,-53.4375,-50.05208715,-55.97500153,183.09056,0.0289,25.62500191,26.9895846,33.10625153,143.9061761,0.026340136,1.137969024,9.050988373,140,133.125,520,-34.84375,-34.50000127,-40.90000153,-54.50000381,-52.01041794,-72.42500305,2.980973444,2.859880976,2.546600638,-88.40625763,-72.55799103,526531616_50
Glutamatergic,Glutamatergic,positive,spiny,L6b,-31.98749924,398.46875,35.56999969,397.6950073,-45.16937637,313.6487427,256.6256186,2.716875076,-94.29457871,14.84468746,-39.78187561,386.6375122,0.0007809,2.734290543,0.192025071,-48.34375,-47.21875254,-53.00625153,121.16748,0.057935,44.8125,42.82291794,43.72500153,115.4686734,0.12278828,2.147547136,13.66801164,209.9999847,176,889.999939,-33.34375,-31.92708524,-44.81250229,-48.96875,-51.22916794,-76.87500305,2.809832498,2.510283319,2.627868018,-90.3125,-75.91931915,471786879_56
Sst+,GABAergic,positive,aspiny,L6b,-36.94468689,46.02125168,38.63750076,45.97874832,-55.78281403,43.54999924,329.6720411,-2.060937405,-119.2076961,13.34843731,-54.95562363,45.25374985,0.000778,2.764302813,0.719768224,-56.28125381,-56.80208715,-58.50000381,673.618944,0.0205,48.90625,47.95833588,48.81250381,129.9999952,0.035535719,1.298338688,4.907479877,30,33.58333333,260,-39.5,-40.57291921,-48.56250381,-56.43750381,-57.03125254,-76.84375381,2.910406143,3.087018158,3.163019626,-93.75000763,-76.56216431,583645193_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.84687424,234.0062561,37.31093597,232.1187439,-57.41249847,159.78125,321.2883579,0.778124988,-78.34149999,16.86562538,-48.65781403,218.84375,0.0009675,4.10834757,0.110212429,-48.46875381,-48.62500127,-52.15000229,150.261648,0.04437,38.87500381,38.96875254,45.67500153,157.5000435,0.093377151,1.474796288,21.94694767,110,66.04166794,760,-37.5,-36.17708588,-51.11250381,-52.21875381,-54.20833715,-75.2312561,4.015347909,3.735824428,4.964644905,-92.21875763,-74.51540375,480169178_48
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.91999817,157.0424957,38.81187439,157.1674957,-56.24250031,119.9225006,343.7369986,-0.922500014,-103.2215478,18.82187462,-48.30437469,149.8724976,0.000794,3.332023653,0.127651515,-49.6875,-47.93750254,-52.83125229,158.798208,0.05754,43.875,46.1458346,47.18125229,153.1247944,0.059568767,1.80150272,18.56210892,90,81.33333333,800,-38.90625,-35.67708333,-48.15,-56.93750381,-57.57291794,-73.79375153,3.647002371,3.569836504,3.87221611,-89,-73.59854126,505200218_42
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-41.39147568,355.904541,43.17954636,356.6295471,-53.76306915,262.9772644,378.3860203,1.135795474,-96.3240584,22.84034157,-46.35454559,347.9841003,0.000842182,3.967029898,0.1175,-46.84375381,-49.3020846,-51.41667048,127.279,0.07214,49.71875381,51.80208588,50.26041794,76.40628517,0.052710429,1.179630848,12.78155391,210,165.5833333,1190,-38.78125,-41.44791921,-48.48958588,-54.15625,-53.93750127,-79.65625763,3.940399628,4.116552681,3.927805583,-88.28125,-79.43108368,521409057_60
Pvalb+,GABAergic,positive,aspiny,L5,-37.57569122,572.7846069,17.04514503,574.0413818,-62.86746979,573.6448364,319.9375696,-5.319891453,-287.591073,-11.33654594,-62.73751068,574.9350586,0.000353196,1.111296131,1.364870424,-65.15625,-57.18750381,-62.78125286,161.001792,0.004955,25.50000191,14.21875032,16.28906298,105.1562503,0.028080856,1.073262848,7.768727921,370,288.9583333,540,-34.71875,-29.44791857,-41.60156631,-65.28125,-57.27083588,-75.17187691,1.15719534,1.105851776,1.346553805,-100.4687576,-74.09919739,471077857_68
Sst+,GABAergic,positive,aspiny,L1,-39.25,115.6999969,17.18645859,115.3916702,-55.54218674,92.34791565,180.7527233,-8.248958588,-56.71026267,-7.715624809,-51.64531326,107.2624969,0.001144667,3.205397188,0.216873449,-53.90625,-54.01562691,-57.85156631,504.673856,0.06924,18.5,26.01562595,22.27343893,192.3438609,0.046445452,1.535043072,8.628949162,70,66,469.9999695,-38.90625,-38.00000191,-43.53125095,-57.81250381,-58.29687881,-78.93750191,3.181647752,3.251448386,2.399297574,-98.50000763,-78.8708725,578929342_74
Glutamatergic,Glutamatergic,positive,spiny,L5,-30.75961494,138.7339783,37.03044891,138.1282043,-49.81009674,105.3237152,300.0341617,1.891025662,-72.33847537,16.09214783,-39.89663315,127.0544891,0.000925641,4.150502812,0.176893939,-43.46875,-41.23437691,-47.81250191,172.292464,0.04358,39.03125381,40.51562881,44.546875,167.8126156,0.054117933,1.116672256,22.27617917,70,60.0625,570,-30.34375191,-30.43750095,-41.54687881,-50.65625,-51.70312691,-64.01562691,3.995082153,3.749904814,4.166005004,-83.53125,-63.95668411,563175057_51
Vip+,GABAergic,positive,aspiny,L5,-45.01388931,99.7638855,35.53125,99.40277863,-58.37847137,81.84722137,410.4549089,-7.006944656,-142.7222445,16.62638855,-56.26111221,97.79166412,0.000608889,2.875890089,0.311997013,-56.875,-52.95833715,-56.43750229,225.293296,0.02326,40.4375,43.3020846,41.67500076,231.5624207,0.023629462,1.29317184,21.67014661,59.99999619,72.08333333,499.9999695,-47.09375381,-43.02083588,-45.36875153,-57.09375381,-53.07291921,-71.51250458,2.994170427,3.03679151,2.881534015,-96.03125763,-71.28071594,523478821_38
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.75,253.5637207,25.80882263,252.5735321,-53.43627548,191.0073547,225.0439349,-11.17156887,-52.48464679,9.240196228,-48.49571228,227.6740265,0.001268529,4.309548363,0.188541684,-49,-50.47916921,-57.55000153,497.134656,0.061705,32,35.28125254,35.19375229,184.0625852,0.028659742,2.693441024,19.3543002,110,53.20833206,164,-38.25000381,-37.96875,-47.84375305,-55.53125381,-58.05208588,-79.47500458,4.090604062,4.209598783,4.179190465,-97.87500763,-79.03540802,486106720_58
Sst+,GABAergic,positive,aspiny,L2/L3,-39.6618309,69.5982132,31.25,69.30357361,-59.90625,64.1205368,235.1998988,-1.417410731,-102.6702945,8.339285851,-59.4665184,67.95088959,0.000879286,2.284512479,0.354924242,-60.28125381,-57.87500381,-60.86718845,200.85856,0.01294,37.21875381,41.3125,39.890625,257.8123212,0.089627959,1.18119296,25.1412489,40,36.875,280,-40.5,-38.50000381,-42.65625095,-60.40625381,-57.96875381,-62.27343941,2.601720836,2.944773864,2.884029225,-89.90625,-61.29227448,547616623_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.06116867,200.6569214,42.87899017,200.375,-57.77393723,173.3563843,473.6147943,3.080452204,-147.0417332,5.836436272,-52.78524017,197.6781921,0.000606596,3.220562475,0.181415935,-52.50000381,-52.375,-56.0260423,139.845232,0.04904,36.28125,37.59375127,31.86458365,104.2856351,0.170703188,1.502213376,17.05571268,110,108.2083308,1040,-44.84375381,-44.39583333,-49.95833333,-59.59375381,-58.77083588,-73.44271088,2.96970253,2.927508529,2.725938155,-84.625,-72.54947662,326508751_55
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.83680725,276.3670654,23.69791603,273.8412781,-51.68948364,199.3928528,180.863614,-8.861110687,-43.18103203,8.311012268,-48.38938522,239.6051636,0.001486905,4.187998662,0.162729375,-48.90625,-51.0833346,-55.80000229,289.12208,0.027555,33.28125,38.82291794,29.08750114,266.4063275,0.041540463,1.374687104,21.94501093,110,32.83333333,469.9999695,-38.15625381,-40.16666921,-46.12500076,-52.09375,-57.61458588,-73.3375,4.2084854,4.274150822,4.096371629,-99.09375763,-72.17467499,483057325_59
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-38.30890274,216.9212189,24.81875038,216.6840973,-51.91117477,186.1303101,306.3041239,-10.71136379,-95.82291093,0.827462137,-50.28958511,210.985611,0.000741697,3.248989085,0.335919063,-53.50000381,-52.23958588,-55.67500229,187.116976,0.00868,27.40625191,31.22916794,32.70000076,182.8123778,0.117170937,1.315024128,8.629246658,140,158.6666667,390,-37.37500381,-37.22916794,-42.16875229,-53.62500381,-53.00000127,-70.38750305,2.502756363,2.628995496,2.568367596,-89.46875763,-69.33276367,530235049_44
Sst+,GABAergic,positive,aspiny,L5,-33.52999878,66.375,16.11750031,65.89499664,-54.84500122,50.29999924,163.9130975,-11.37874985,-86.23818386,-9.306249619,-52.80749893,64.10500336,0.0008998,1.893062795,0.034469697,-58.87500381,-58.03125127,-61.54166921,311.605952,0.04545,36.75,40.04166921,32.62500254,485.0000143,0.032271814,1.591697664,74.89873127,30.00000191,26.12500064,279.9999797,-37.34375,-36.16666794,-41.63541921,-58.9375,-58.20833715,-68.10416921,2.457392757,2.473793532,2.356346626,-102.15625,-67.01132202,475202388_44
Glutamatergic,Glutamatergic,positive,spiny,L4,-32.67613602,335.84375,36.25852203,334.8210144,-52.50994492,241.3863678,371.7348656,3.161931753,-119.1490024,16.98579597,-45.86931992,322.6193237,0.00064625,3.121721123,0.11361607,-48.31250381,-47.40625254,-53.03125191,162.721248,0.02713,40.56250381,39.30208588,46.17968941,144.53125,0.017677711,1.647547136,22.15578889,190,97.12500254,192.5,-34,-30.16666857,-44.59375095,-50.96875,-53.93750254,-76.19532013,3.547190878,2.795115107,3.604742287,-91.81250763,-75.23673248,476525478_55
Sst+,GABAergic,positive,aspiny,L2/L3,-38.08831406,171.4184723,24.84148598,170.3043518,-58.10190201,163.3876801,221.0456665,-0.389039844,-150.316067,-3.047554255,-57.80480194,167.842392,0.000651377,1.456224076,0.424666667,-62.1875,-56.79167048,-62.76785878,211.534848,0.02126,34.125,35.03125,38.6205368,169.0624952,0.041348405,1.704536576,25.51119622,90,52.375,450,-42.09375,-39.27083333,-44.76785769,-62.28125,-56.88541794,-64.44642857,1.717169846,1.878294397,1.899422272,-84.5,-64.25883484,313862274_43
Glutamatergic,Glutamatergic,negative,spiny,L5,-34.59086609,203.8615417,25.80865479,203.70961,-46.14663315,152.1057739,186.8189211,-6.395673275,-43.54425924,13.04951954,-40.16394043,185.2576904,0.001352462,4.401159677,0.166071444,-42.125,-42.28125254,-48.48958588,134.00512,0.04825,25.6875,32.90625127,25.06250064,165.3124988,0.061915573,1.557660672,20.65666585,110,94.66666921,780,-36.87500381,-35.97916921,-42.26041794,-47.46875,-49.02083588,-78.28125254,4.412696655,3.879327727,3.206760171,-97.4375,-77.49519348,485911892_53
Glutamatergic,Glutamatergic,positive,spiny,L5,-28.06999969,703.8133545,14.9333334,692.1116943,-43.79583359,510.5050049,95.52103694,-0.073749989,-66.91501988,0.100833379,-37.97541809,666.7466431,0.0009552,1.376510118,0.015037191,-41.90625381,-36.10937691,-51.00625229,118.784848,0.0216,25,6.062500596,36.63125,77.81253755,0.024902288,1.354724608,11.23720944,410,480.4374847,989.999939,-27.84375191,-25.84375,-47.40000305,-42.87500381,-40.85937691,-73.25625458,1.716880369,0.90755827,2.501584406,-80.40625763,-72.85975647,517077548_71
Pvalb+,GABAergic,positive,aspiny,L2/L3,-38.10430145,1135.446899,-0.084182762,1138.029541,-49.97889709,1136.40918,197.8185114,-13.84813118,-175.5089468,-15.28290462,-49.82229233,1139.020386,0.000356009,1.116892621,-4.41E-19,-59.78125381,,-61.78906631,101.579096,0.004075,-0.40625,,3.046875119,66.20538235,0.05019518,2.908247808,5.188341776,800,,989.999939,-47.43750381,,-46.49218845,-59.84375381,,-79.30469131,1.278412385,,1.277758883,-94.625,-77.86525726,469992918_96
